Pokemon_1 ,Type_1,Hp_1,Attack_1,Defense_1,Speed_1,Total_Points_1,Pokemon_2 ,Type_2,Hp_2,Attack_2,Defense_2,Speed_2,Total_Points_2,Winner,Index
Cottonee,Grass,40,27,60,66,193,Flaaffy,Electric,70,55,55,45,198,0,3723
Whimsicott,Grass,60,67,85,116,328,Frost Rotom,Electric,50,65,107,86,241,1,3724
Petilil,Grass,45,35,50,30,160,Heat Rotom,Electric,50,65,107,86,290.5,0,3725
Lilligant,Grass,70,60,75,90,295,Heliolisk,Electric,62,55,52,109,218,1,3726
Basculin Red-Striped Form,Water,70,92,65,98,325,Helioptile,Electric,44,38,33,70,185,1,3727
Basculin Blue-Striped Form,Water,70,92,65,98,325,Jolteon,Electric,65,65,60,130,228,1,3728
Sandile,Ground,50,72,35,65,222,Luxio,Electric,60,85,49,60,110,1,3729
Krokorok,Ground,60,82,45,74,261,Luxray,Electric,80,120,79,70,185,1,3730
Krookodile,Ground,95,117,80,92,384,Magnemite,Electric,25,35,70,45,-293,1,3731
Darumaka,Fire,70,90,45,50,255,Magneton,Electric,50,60,95,70,95,1,3732
Galarian Darumaka,Ice,70,90,45,50,255,Magnezone,Electric,70,70,115,60,270,0,3733
Darmanitan Standard Mode,Fire,105,140,55,95,395,Manectric,Electric,70,75,60,105,170,1,3734
Darmanitan Zen Mode,Fire,105,30,105,55,295,Mareep,Electric,55,40,40,35,140,1,3735
Darmanitan Galarian Standard Mode,Ice,105,140,55,95,395,Mega Ampharos,Electric,90,95,105,45,55,1,3736
Darmanitan Galarian Zen Mode,Ice,105,160,55,135,455,Mega Manectric,Electric,70,75,80,135,200,1,3737
Maractus,Grass,75,86,67,60,288,Minun,Electric,60,40,50,95,159,1,3738
Dwebble,Bug,50,65,85,55,255,Morpeko Full Belly Mode,Electric,58,95,58,97,178,1,3739
Crustle,Bug,70,105,125,45,345,Morpeko Hangry Mode,Electric,58,95,58,97,98,1,3740
Scraggy,Dark,50,75,70,48,243,Mow Rotom,Electric,50,65,107,86,233,1,3741
Scrafty,Dark,65,90,115,58,328,Oricorio Pom-Pom Style,Electric,75,70,70,93,218,1,3742
Sigilyph,Psychic,72,58,80,97,307,Pachirisu,Electric,60,45,70,95,212,1,3743
Yamask,Ghost,38,30,85,30,183,Partner Pikachu,Electric,45,80,50,120,265,0,3744
Galarian Yamask,Ground,38,55,85,30,208,Pichu,Electric,20,40,15,60,25,1,3745
Cofagrigus,Ghost,58,50,145,30,283,Pikachu,Electric,35,55,40,90,170,1,3746
Tirtouga,Water,54,78,103,22,257,Pincurchin,Electric,48,101,95,15,181,1,3747
Carracosta,Water,74,108,133,32,347,Plusle,Electric,60,50,40,95,137,1,3748
Archen,Rock,55,112,45,70,282,Raichu,Electric,60,90,55,110,203,1,3749
Archeops,Rock,75,140,65,110,390,Raikou,Electric,90,85,75,115,225,1,3750
Trubbish,Poison,50,50,62,65,227,Rotom,Electric,50,50,77,91,243,0,3751
Garbodor,Poison,80,95,82,75,332,Shinx,Electric,45,65,34,45,94,1,3752
Zorua,Dark,40,65,40,65,210,Tapu Koko,Electric,70,115,85,130,367.5,0,3753
Zoroark,Dark,60,105,60,105,330,Thundurus Incarnate Forme,Electric,79,115,70,111,270,1,3754
Minccino,Normal,55,50,40,75,220,Thundurus Therian Forme,Electric,79,105,70,101,305,0,3755
Cinccino,Normal,75,95,60,115,345,Togedemaru,Electric,65,98,63,96,274.5,1,3756
Gothita,Psychic,45,30,50,45,170,Toxel,Electric,40,38,35,40,93,1,3757
Gothorita,Psychic,60,45,70,55,230,Toxtricity Amped Form,Electric,75,98,70,75,228,1,3758
Gothitelle,Psychic,70,55,95,65,285,Toxtricity Low Key Form,Electric,75,98,70,75,208,1,3759
Solosis,Psychic,45,30,40,20,135,Tynamo,Electric,35,55,40,60,160,0,3760
Duosion,Psychic,65,40,50,30,185,Voltorb,Electric,40,30,50,100,180,1,3761
Reuniclus,Psychic,110,65,75,30,280,Wash Rotom,Electric,50,65,107,86,243,1,3762
Ducklett,Water,62,44,50,55,211,Xurkitree,Electric,83,89,71,83,282,0,3763
Swanna,Water,75,87,63,98,323,Yamper,Electric,59,45,50,26,93,1,3764
Vanillite,Ice,36,50,50,44,180,Zapdos,Electric,90,90,85,100,265,0,3765
Vanillish,Ice,51,65,65,59,240,Zebstrika,Electric,75,100,63,116,289,0,3766
Vanilluxe,Ice,71,95,85,79,330,Zeraora,Electric,88,112,75,143,323,1,3767
Deerling,Normal,60,60,50,75,245,Alolan Raichu,Electric,60,85,50,110,245,0,3768
Sawsbuck,Normal,80,100,70,95,345,Ampharos,Electric,90,75,85,55,205,1,3769
Emolga,Electric,55,75,60,103,293,Arctozolt,Electric,90,100,90,55,335,0,3770
Karrablast,Bug,50,75,45,60,230,Blitzle,Electric,45,60,32,76,138,1,3771
Escavalier,Bug,70,135,105,20,330,Boltund,Electric,69,90,60,121,205,1,3772
Foongus,Grass,69,55,45,15,184,Dedenne,Electric,67,58,57,101,228,0,3773
Amoonguss,Grass,114,85,70,30,299,Dracozolt,Electric,90,100,90,75,312.5,0,3774
Frillish,Water,55,40,50,40,185,Eelektrik,Electric,65,85,70,40,220,0,3775
Jellicent,Water,100,60,70,60,290,Eelektross,Electric,85,115,80,50,270,1,3776
Alomomola,Water,165,75,80,65,385,Electabuzz,Electric,65,83,57,105,235,1,3777
Joltik,Bug,50,47,50,65,212,Electivire,Electric,75,123,67,95,313,0,3778
Galvantula,Bug,70,77,60,108,315,Electrike,Electric,40,45,40,65,113,1,3779
Ferroseed,Grass,44,50,91,10,195,Electrode,Electric,60,50,70,150,280,0,3780
Ferrothorn,Grass,74,94,131,20,319,Elekid,Electric,45,63,37,95,146,1,3781
Klink,Steel,40,55,70,30,195,Emolga,Electric,55,75,60,103,265.5,0,3782
Klang,Steel,60,80,95,50,285,Fan Rotom,Electric,50,65,107,86,268,1,3783
Klinklang,Steel,60,100,115,90,365,Flaaffy,Electric,70,55,55,45,175,1,3784
Tynamo,Electric,35,55,40,60,190,Frost Rotom,Electric,50,65,107,86,280.5,0,3785
Eelektrik,Electric,65,85,70,40,260,Heat Rotom,Electric,50,65,107,86,265.5,0,3786
Eelektross,Electric,85,115,80,50,330,Heliolisk,Electric,62,55,52,109,220.5,1,3787
Elgyem,Psychic,55,55,55,30,195,Helioptile,Electric,44,38,33,70,130,1,3788
Beheeyem,Psychic,75,75,75,40,265,Jolteon,Electric,65,65,60,130,245,1,3789
Litwick,Ghost,50,30,55,20,155,Luxio,Electric,60,85,49,60,224,0,3790
Lampent,Ghost,60,40,60,55,215,Luxray,Electric,80,120,79,70,309,0,3791
Chandelure,Ghost,60,55,90,80,285,Magnemite,Electric,25,35,70,45,120,1,3792
Axew,Dragon,46,87,60,57,250,Magneton,Electric,50,60,95,70,231.5,1,3793
Fraxure,Dragon,66,117,70,67,320,Magnezone,Electric,70,70,115,60,256.5,1,3794
Haxorus,Dragon,76,147,90,97,410,Manectric,Electric,70,75,60,105,163,1,3795
Cubchoo,Ice,55,70,40,40,205,Mareep,Electric,55,40,40,35,100,1,3796
Beartic,Ice,95,130,80,50,355,Mega Ampharos,Electric,90,95,105,45,75,1,3797
Cryogonal,Ice,80,50,50,105,285,Mega Manectric,Electric,70,75,80,135,310,0,3798
Shelmet,Bug,50,40,85,25,200,Minun,Electric,60,40,50,95,205,0,3799
Accelgor,Bug,80,70,40,145,335,Morpeko Full Belly Mode,Electric,58,95,58,97,168,1,3800
Stunfisk,Ground,109,66,84,32,291,Morpeko Hangry Mode,Electric,58,95,58,97,176,1,3801
Galarian Stunfisk,Ground,109,81,99,32,321,Mow Rotom,Electric,50,65,107,86,308,1,3802
Mienfoo,Fighting,45,85,50,65,245,Oricorio Pom-Pom Style,Electric,75,70,70,93,223,1,3803
Mienshao,Fighting,65,125,60,105,355,Pachirisu,Electric,60,45,70,95,145,1,3804
Druddigon,Dragon,77,120,90,48,335,Partner Pikachu,Electric,45,80,50,120,175,1,3805
Golett,Ground,59,74,50,35,218,Pichu,Electric,20,40,15,60,-13,1,3806
Golurk,Ground,89,124,80,55,348,Pikachu,Electric,35,55,40,90,-28,1,3807
Pawniard,Dark,45,85,70,60,260,Pincurchin,Electric,48,101,95,15,174,1,3808
Bisharp,Dark,65,125,100,70,360,Plusle,Electric,60,50,40,95,120,1,3809
Bouffalant,Normal,95,110,95,55,355,Raichu,Electric,60,90,55,110,205,1,3810
Rufflet,Normal,70,83,50,60,263,Raikou,Electric,90,85,75,115,282,0,3811
Braviary,Normal,100,123,75,80,378,Rotom,Electric,50,50,77,91,268,1,3812
Vullaby,Dark,70,55,75,60,260,Shinx,Electric,45,65,34,45,134,1,3813
Mandibuzz,Dark,110,65,105,80,360,Tapu Koko,Electric,70,115,85,130,367.5,0,3814
Heatmor,Fire,85,97,66,65,313,Thundurus Incarnate Forme,Electric,79,115,70,111,278,1,3815
Durant,Bug,58,109,112,109,388,Thundurus Therian Forme,Electric,79,105,70,101,300.5,1,3816
Deino,Dark,52,65,50,38,205,Togedemaru,Electric,65,98,63,96,257,0,3817
Zweilous,Dark,72,85,70,58,285,Toxel,Electric,40,38,35,40,68,1,3818
Hydreigon,Dark,92,105,90,98,385,Toxtricity Amped Form,Electric,75,98,70,75,213,1,3819
Larvesta,Bug,55,85,55,60,255,Toxtricity Low Key Form,Electric,75,98,70,75,275.5,0,3820
Volcarona,Bug,85,60,65,100,310,Tynamo,Electric,35,55,40,60,130,1,3821
Cobalion,Steel,91,90,129,108,418,Voltorb,Electric,40,30,50,100,175,1,3822
Terrakion,Rock,91,129,90,108,418,Wash Rotom,Electric,50,65,107,86,179,1,3823
Virizion,Grass,91,90,72,108,361,Xurkitree,Electric,83,89,71,83,236,1,3824
Tornadus Incarnate Forme,Flying,79,115,70,111,375,Yamper,Electric,59,45,50,26,122.5,1,3825
Tornadus Therian Forme,Flying,79,100,80,121,380,Zapdos,Electric,90,90,85,100,315,1,3826
Thundurus Incarnate Forme,Electric,79,115,70,111,375,Zebstrika,Electric,75,100,63,116,354,1,3827
Thundurus Therian Forme,Electric,79,105,70,101,355,Zeraora,Electric,88,112,75,143,418,0,3828
Reshiram,Dragon,100,120,100,90,410,Alolan Raichu,Electric,60,85,50,110,185,1,3829
Zekrom,Dragon,100,150,120,90,460,Ampharos,Electric,90,75,85,55,155,1,3830
Landorus Incarnate Forme,Ground,89,125,90,101,405,Arctozolt,Electric,90,100,90,55,85,1,3831
Landorus Therian Forme,Ground,89,145,90,91,415,Blitzle,Electric,45,60,32,76,-77,1,3832
Kyurem,Dragon,125,130,90,95,440,Boltund,Electric,69,90,60,121,210,1,3833
Black Kyurem,Dragon,125,170,100,95,490,Dedenne,Electric,67,58,57,101,283,1,3834
White Kyurem,Dragon,125,120,90,95,430,Dracozolt,Electric,90,100,90,75,115,1,3835
Keldeo Ordinary Forme,Water,91,72,90,108,361,Eelektrik,Electric,65,85,70,40,188,1,3836
Keldeo Resolute Forme,Water,91,72,90,108,361,Eelektross,Electric,85,115,80,50,258,1,3837
Meloetta Aria Forme,Normal,100,77,77,90,344,Electabuzz,Electric,65,83,57,105,233,1,3838
Meloetta Pirouette Forme,Normal,100,128,90,128,446,Electivire,Electric,75,123,67,95,232,1,3839
Genesect,Bug,71,120,95,99,385,Electrike,Electric,40,45,40,65,70,1,3840
Chespin,Grass,56,61,65,38,220,Electrode,Electric,60,50,70,150,269,0,3841
Quilladin,Grass,61,78,95,57,291,Elekid,Electric,45,63,37,95,162,1,3842
Chesnaught,Grass,88,107,122,64,381,Emolga,Electric,55,75,60,103,239.5,1,3843
Fennekin,Fire,40,45,40,60,185,Fan Rotom,Electric,50,65,107,86,263,0,3844
Braixen,Fire,59,59,58,73,249,Flaaffy,Electric,70,55,55,45,166,1,3845
Delphox,Fire,75,69,72,104,320,Frost Rotom,Electric,50,65,107,86,170,1,3846
Froakie,Water,41,56,40,71,208,Heat Rotom,Electric,50,65,107,86,196,1,3847
Frogadier,Water,54,63,52,97,266,Heliolisk,Electric,62,55,52,109,278,0,3848
Greninja,Water,72,95,67,122,356,Helioptile,Electric,44,38,33,70,185,1,3849
Ash-Greninja,Water,72,145,67,132,416,Jolteon,Electric,65,65,60,130,175,1,3850
Bunnelby,Normal,38,36,38,57,169,Luxio,Electric,60,85,49,60,218,0,3851
Diggersby,Normal,85,56,77,78,296,Luxray,Electric,80,120,79,70,293,1,3852
Fletchling,Normal,45,50,43,62,200,Magnemite,Electric,25,35,70,45,150,1,3853
Fletchinder,Fire,62,73,55,84,274,Magneton,Electric,50,60,95,70,129,1,3854
Talonflame,Fire,78,81,71,126,356,Magnezone,Electric,70,70,115,60,153,1,3855
Scatterbug,Bug,38,35,40,35,148,Manectric,Electric,70,75,60,105,275,0,3856
Spewpa,Bug,45,22,60,29,156,Mareep,Electric,55,40,40,35,148,1,3857
Vivillon,Bug,80,52,50,89,271,Mega Ampharos,Electric,90,95,105,45,283,0,3858
Litleo,Fire,62,50,58,72,242,Mega Manectric,Electric,70,75,80,135,310,0,3859
Pyroar,Fire,86,68,72,106,332,Minun,Electric,60,40,50,95,177,1,3860
Flab̩b̩,Fairy,44,38,39,42,163,Morpeko Full Belly Mode,Electric,58,95,58,97,232,0,3861
Floette,Fairy,54,45,47,52,198,Morpeko Hangry Mode,Electric,58,95,58,97,218,0,3862
Florges,Fairy,78,65,68,75,286,Mow Rotom,Electric,50,65,107,86,243,1,3863
Skiddo,Grass,66,65,48,52,231,Oricorio Pom-Pom Style,Electric,75,70,70,93,275.5,0,3864
Gogoat,Grass,123,100,62,68,353,Pachirisu,Electric,60,45,70,95,170,1,3865
Pancham,Fighting,67,82,62,43,254,Partner Pikachu,Electric,45,80,50,120,213,1,3866
Pangoro,Fighting,95,124,78,58,355,Pichu,Electric,20,40,15,60,11,1,3867
Furfrou,Normal,75,80,60,102,317,Pikachu,Electric,35,55,40,90,140,1,3868
Espurr,Psychic,62,48,54,68,232,Pincurchin,Electric,48,101,95,15,211,1,3869
Meowstic Male,Psychic,74,48,76,104,302,Plusle,Electric,60,50,40,95,197,1,3870
Meowstic Female,Psychic,74,48,76,104,302,Raichu,Electric,60,90,55,110,267,1,3871
Honedge,Steel,45,80,100,28,253,Raikou,Electric,90,85,75,115,325,0,3872
Doublade,Steel,59,110,150,35,354,Rotom,Electric,50,50,77,91,213,1,3873
Aegislash Blade Forme,Steel,60,150,50,60,320,Shinx,Electric,45,65,34,45,114,1,3874
Aegislash Shield Forme,Steel,60,50,150,60,320,Tapu Koko,Electric,70,115,85,130,350,0,3875
Spritzee,Fairy,78,52,60,23,213,Thundurus Incarnate Forme,Electric,79,115,70,111,323,0,3876
Aromatisse,Fairy,101,72,72,29,274,Thundurus Therian Forme,Electric,79,105,70,101,283,0,3877
Swirlix,Fairy,62,48,66,49,225,Togedemaru,Electric,65,98,63,96,298,0,3878
Slurpuff,Fairy,82,80,86,72,320,Toxel,Electric,40,38,35,40,113,1,3879
Inkay,Dark,53,54,53,45,205,Toxtricity Amped Form,Electric,75,98,70,75,264,0,3880
Malamar,Dark,86,92,88,73,339,Toxtricity Low Key Form,Electric,75,98,70,75,226,1,3881
Binacle,Rock,42,52,67,50,211,Tynamo,Electric,35,55,40,60,138,1,3882
Barbaracle,Rock,72,105,115,68,360,Voltorb,Electric,40,30,50,100,115,1,3883
Skrelp,Poison,50,60,60,30,200,Wash Rotom,Electric,50,65,107,86,248,0,3884
Dragalge,Poison,65,75,90,44,274,Xurkitree,Electric,83,89,71,83,251,1,3885
Clauncher,Water,50,53,62,44,209,Yamper,Electric,59,45,50,26,127,1,3886
Clawitzer,Water,71,73,88,59,291,Zapdos,Electric,90,90,85,100,292,0,3887
Helioptile,Electric,44,38,33,70,185,Zebstrika,Electric,75,100,63,116,354,0,3888
Heliolisk,Electric,62,55,52,109,278,Zeraora,Electric,88,112,75,143,418,0,3889
Tyrunt,Rock,58,89,77,48,272,Alolan Raichu,Electric,60,85,50,110,216,1,3890
Tyrantrum,Rock,82,121,119,71,393,Ampharos,Electric,90,75,85,55,184,1,3891
Amaura,Rock,77,59,50,46,232,Arctozolt,Electric,90,100,90,55,217,1,3892
Aurorus,Rock,123,77,72,58,330,Blitzle,Electric,45,60,32,76,136,1,3893
Sylveon,Fairy,95,65,65,60,285,Boltund,Electric,69,90,60,121,275,1,3894
Hawlucha,Fighting,78,92,75,118,363,Dedenne,Electric,67,58,57,101,191,1,3895
Dedenne,Electric,67,58,57,101,283,Dracozolt,Electric,90,100,90,75,355,0,3896
Carbink,Rock,50,50,150,50,300,Eelektrik,Electric,65,85,70,40,210,1,3897
Goomy,Dragon,45,50,35,40,170,Eelektross,Electric,85,115,80,50,280,0,3898
Sliggoo,Dragon,68,75,53,60,256,Electabuzz,Electric,65,83,57,105,235,1,3899
Goodra,Dragon,90,100,70,80,340,Electivire,Electric,75,123,67,95,260,1,3900
Klefki,Steel,57,80,91,75,303,Electrike,Electric,40,45,40,65,150,1,3901
Phantump,Ghost,43,70,48,38,199,Electrode,Electric,60,50,70,150,260,0,3902
Trevenant,Ghost,85,110,76,56,327,Elekid,Electric,45,63,37,95,130,1,3903
Pumpkaboo Average Size,Ghost,49,66,70,51,236,Emolga,Electric,55,75,60,103,227,1,3904
Pumpkaboo Small Size,Ghost,44,66,70,56,236,Fan Rotom,Electric,50,65,107,86,242,0,3905
Pumpkaboo Large Size,Ghost,54,66,70,46,236,Flaaffy,Electric,70,55,55,45,159,1,3906
Pumpkaboo Super Size,Ghost,59,66,70,41,236,Frost Rotom,Electric,50,65,107,86,242,0,3907
Gourgeist Average Size,Ghost,65,90,122,84,361,Heat Rotom,Electric,50,65,107,86,218,1,3908
Gourgeist Small Size,Ghost,55,85,122,99,361,Heliolisk,Electric,62,55,52,109,278,1,3909
Gourgeist Large Size,Ghost,75,95,122,69,361,Helioptile,Electric,44,38,33,70,185,1,3910
Gourgeist Super Size,Ghost,85,100,122,54,361,Jolteon,Electric,65,65,60,130,220,1,3911
Bergmite,Ice,55,69,85,28,237,Luxio,Electric,60,85,49,60,185,1,3912
Avalugg,Ice,95,117,184,28,424,Luxray,Electric,80,120,79,70,232,1,3913
Noibat,Flying,40,30,35,55,160,Magnemite,Electric,25,35,70,45,167.5,0,3914
Noivern,Flying,85,70,80,123,358,Magneton,Electric,50,60,95,70,257.5,1,3915
Xerneas,Fairy,126,131,95,99,451,Magnezone,Electric,70,70,115,60,249.5,1,3916
Yveltal,Dark,126,131,95,99,451,Manectric,Electric,70,75,60,105,179,1,3917
Zygarde 50% Forme,Dragon,108,100,121,95,424,Mareep,Electric,55,40,40,35,70,1,3918
Zygarde 10% Forme,Dragon,54,100,71,115,340,Mega Ampharos,Electric,90,95,105,45,135,1,3919
Zygarde Complete Forme,Dragon,216,100,121,85,522,Mega Manectric,Electric,70,75,80,135,260,1,3920
Diancie,Rock,50,100,150,50,350,Minun,Electric,60,40,50,95,145,1,3921
Mega Diancie,Rock,50,160,110,110,430,Morpeko Full Belly Mode,Electric,58,95,58,97,148,1,3922
Hoopa Hoopa Confined,Psychic,80,110,60,70,320,Morpeko Hangry Mode,Electric,58,95,58,97,308,1,3923
Hoopa Hoopa Unbound,Psychic,80,160,60,80,380,Mow Rotom,Electric,50,65,107,86,148,1,3924
Volcanion,Fire,80,110,120,70,380,Oricorio Pom-Pom Style,Electric,75,70,70,93,198,1,3925
Rowlet,Grass,68,55,55,42,220,Pachirisu,Electric,60,45,70,95,215,1,3926
Dartrix,Grass,78,75,75,52,280,Partner Pikachu,Electric,45,80,50,120,220,1,3927
Decidueye,Grass,78,107,75,70,330,Pichu,Electric,20,40,15,60,28,1,3928
Litten,Fire,45,65,40,70,220,Pikachu,Electric,35,55,40,90,155,1,3929
Torracat,Fire,65,85,50,90,290,Pincurchin,Electric,48,101,95,15,174,1,3930
Incineroar,Fire,95,115,90,60,360,Plusle,Electric,60,50,40,95,130,1,3931
Popplio,Water,50,54,54,40,198,Raichu,Electric,60,90,55,110,261,0,3932
Brionne,Water,60,69,69,50,248,Raikou,Electric,90,85,75,115,296,0,3933
Primarina,Water,80,74,74,60,288,Rotom,Electric,50,50,77,91,194,1,3934
Pikipek,Normal,35,75,30,65,205,Shinx,Electric,45,65,34,45,114,1,3935
Trumbeak,Normal,55,85,50,75,265,Tapu Koko,Electric,70,115,85,130,315,0,3936
Toucannon,Normal,80,120,75,60,335,Thundurus Incarnate Forme,Electric,79,115,70,111,255,1,3937
Yungoos,Normal,48,70,30,45,193,Thundurus Therian Forme,Electric,79,105,70,101,285,0,3938
Gumshoos,Normal,88,110,60,45,303,Togedemaru,Electric,65,98,63,96,267,1,3939
Grubbin,Bug,47,62,45,46,200,Toxel,Electric,40,38,35,40,122,1,3940
Charjabug,Bug,57,82,95,36,270,Toxtricity Amped Form,Electric,75,98,70,75,277,0,3941
Vikavolt,Bug,77,70,90,43,280,Toxtricity Low Key Form,Electric,75,98,70,75,283,0,3942
Crabrawler,Fighting,47,82,57,63,249,Tynamo,Electric,35,55,40,60,108,1,3943
Crabominable,Fighting,97,132,77,43,349,Voltorb,Electric,40,30,50,100,88,1,3944
Oricorio Baile Style,Fire,75,70,70,93,308,Wash Rotom,Electric,50,65,107,86,273,1,3945
Oricorio Pom-Pom Style,Electric,75,70,70,93,308,Xurkitree,Electric,83,89,71,83,291,1,3946
Oricorio Pa'u Style,Psychic,75,70,70,93,308,Yamper,Electric,59,45,50,26,110,1,3947
Oricorio Sensu Style,Ghost,75,70,70,93,308,Zapdos,Electric,90,90,85,100,295,1,3948
Cutiefly,Bug,40,45,40,84,209,Zebstrika,Electric,75,100,63,116,309,0,3949
Ribombee,Bug,60,55,60,124,299,Zeraora,Electric,88,112,75,143,363,0,3950
Rockruff,Rock,45,65,40,60,210,Alolan Raichu,Electric,60,85,50,110,240,0,3951
Own Tempo Rockruff,Rock,45,65,40,60,210,Ampharos,Electric,90,75,85,55,240,0,3952
Lycanroc Midday Form,Rock,75,115,65,112,367,Arctozolt,Electric,90,100,90,55,105,1,3953
Lycanroc Midnight Form,Rock,85,115,75,82,357,Blitzle,Electric,45,60,32,76,98,1,3954
Lycanroc Dusk Form,Rock,75,117,65,110,367,Boltund,Electric,69,90,60,121,223,1,3955
Wishiwashi Solo Form,Water,45,20,20,40,125,Dedenne,Electric,67,58,57,101,263,0,3956
Wishiwashi School Form,Water,45,140,130,30,345,Dracozolt,Electric,90,100,90,75,285,1,3957
Mareanie,Poison,50,53,62,45,210,Eelektrik,Electric,65,85,70,40,207,1,3958
Toxapex,Poison,50,63,152,35,300,Eelektross,Electric,85,115,80,50,267,1,3959
Mudbray,Ground,70,100,70,45,285,Electabuzz,Electric,65,83,57,105,110,1,3960
Mudsdale,Ground,100,125,100,35,360,Electivire,Electric,75,123,67,95,110,1,3961
Dewpider,Water,38,40,52,27,157,Electrike,Electric,40,45,40,65,150,1,3962
Araquanid,Water,68,70,92,42,272,Electrode,Electric,60,50,70,150,260,1,3963
Fomantis,Grass,40,55,35,35,165,Elekid,Electric,45,63,37,95,185,0,3964
Lurantis,Grass,70,105,90,45,310,Emolga,Electric,55,75,60,103,240.5,1,3965
Morelull,Grass,40,35,55,15,145,Fan Rotom,Electric,50,65,107,86,290.5,0,3966
Shiinotic,Grass,60,45,80,30,215,Flaaffy,Electric,70,55,55,45,180,1,3967
Salandit,Poison,48,44,40,77,209,Frost Rotom,Electric,50,65,107,86,264,0,3968
Salazzle,Poison,68,64,60,117,309,Heat Rotom,Electric,50,65,107,86,244,1,3969
Stufful,Normal,70,75,50,50,245,Heliolisk,Electric,62,55,52,109,203,1,3970
Bewear,Normal,120,125,80,60,385,Helioptile,Electric,44,38,33,70,60,1,3971
Bounsweet,Grass,42,30,38,32,142,Jolteon,Electric,65,65,60,130,290,0,3972
Steenee,Grass,52,40,48,62,202,Luxio,Electric,60,85,49,60,214,0,3973
Tsareena,Grass,72,120,98,72,362,Luxray,Electric,80,120,79,70,229,1,3974
Comfey,Fairy,51,52,90,100,293,Magnemite,Electric,25,35,70,45,149,1,3975
Oranguru,Normal,90,60,80,60,290,Magneton,Electric,50,60,95,70,245,1,3976
Passimian,Fighting,100,120,90,80,390,Magnezone,Electric,70,70,115,60,255,1,3977
Wimpod,Bug,25,35,40,80,180,Manectric,Electric,70,75,60,105,275,0,3978
Golisopod,Bug,75,125,140,40,380,Mareep,Electric,55,40,40,35,45,1,3979
Sandygast,Ghost,55,55,80,15,205,Mega Ampharos,Electric,90,95,105,45,280,0,3980
Palossand,Ghost,85,75,110,35,305,Mega Manectric,Electric,70,75,80,135,285,1,3981
Pyukumuku,Water,55,60,130,5,250,Minun,Electric,60,40,50,95,185,1,3982
Type: Null,Normal,95,95,95,59,344,Morpeko Full Belly Mode,Electric,58,95,58,97,213,1,3983
Silvally,Normal,95,95,95,95,380,Morpeko Hangry Mode,Electric,58,95,58,97,213,1,3984
Minior Meteor Form,Rock,60,60,100,60,280,Mow Rotom,Electric,50,65,107,86,248,1,3985
Minior Core Form,Rock,60,100,60,120,340,Oricorio Pom-Pom Style,Electric,75,70,70,93,108,1,3986
Komala,Normal,65,115,65,65,310,Pachirisu,Electric,60,45,70,95,155,1,3987
Turtonator,Fire,60,78,135,36,309,Partner Pikachu,Electric,45,80,50,120,217,1,3988
Togedemaru,Electric,65,98,63,96,322,Pichu,Electric,20,40,15,60,86,1,3989
Mimikyu,Ghost,55,90,80,96,321,Pikachu,Electric,35,55,40,90,130,1,3990
Bruxish,Water,68,105,70,92,335,Pincurchin,Electric,48,101,95,15,154,1,3991
Drampa,Normal,78,60,85,36,259,Plusle,Electric,60,50,40,95,185,1,3992
Dhelmise,Ghost,70,131,100,40,341,Raichu,Electric,60,90,55,110,184,1,3993
Jangmo-o,Dragon,45,55,65,45,210,Raikou,Electric,90,85,75,115,310,0,3994
Hakamo-o,Dragon,55,75,90,65,285,Rotom,Electric,50,50,77,91,193,1,3995
Kommo-o,Dragon,75,110,125,85,395,Shinx,Electric,45,65,34,45,79,1,3996
Tapu Koko,Electric,70,115,85,130,400,Tapu Koko,Electric,70,115,85,130,342.5,1,3997
Tapu Lele,Psychic,70,85,75,95,325,Thundurus Incarnate Forme,Electric,79,115,70,111,290,1,3998
Tapu Bulu,Grass,70,130,115,75,390,Thundurus Therian Forme,Electric,79,105,70,101,290,1,3999
Tapu Fini,Water,70,75,115,85,345,Togedemaru,Electric,65,98,63,96,247,1,4000
Cosmog,Psychic,43,29,31,37,140,Toxel,Electric,40,38,35,40,95,1,4001
Cosmoem,Psychic,43,29,131,37,240,Toxtricity Amped Form,Electric,75,98,70,75,260,0,4002
Solgaleo,Psychic,137,137,107,97,478,Toxtricity Low Key Form,Electric,75,98,70,75,44,1,4003
Lunala,Psychic,137,113,89,97,436,Tynamo,Electric,35,55,40,60,77,1,4004
Nihilego,Rock,109,53,47,103,312,Voltorb,Electric,40,30,50,100,167,1,4005
Buzzwole,Bug,107,139,139,79,464,Wash Rotom,Electric,50,65,107,86,169,1,4006
Pheromosa,Bug,71,137,37,151,396,Xurkitree,Electric,83,89,71,83,189,1,4007
Xurkitree,Electric,83,89,71,83,326,Yamper,Electric,59,45,50,26,135.5,1,4008
Celesteela,Steel,97,101,103,61,362,Zapdos,Electric,90,90,85,100,314.5,1,4009
